month,sza_bin,sfi_bin,spot_count,snr_median,date
2023-11,85,Med (160-200),776,-18.0,2023-11-23
2023-11,50,Med (160-200),1905,-16.0,2023-11-24
2023-11,55,Med (160-200),17487,-15.0,2023-11-24
2023-11,60,Med (160-200),34196,-16.0,2023-11-24
2023-11,65,Med (160-200),39571,-16.0,2023-11-24
2023-11,70,Med (160-200),27449,-16.0,2023-11-24
2023-11,75,Med (160-200),19656,-16.0,2023-11-24
2023-11,80,Med (160-200),7237,-16.0,2023-11-24
2023-11,85,Med (160-200),1239,-16.0,2023-11-24
2023-11,45,Med (160-200),5,-18.0,2023-11-25
2023-11,50,Med (160-200),1606,-17.0,2023-11-25
2023-11,55,Med (160-200),15066,-16.0,2023-11-25
2023-11,60,Med (160-200),24146,-16.0,2023-11-25
2023-11,65,Med (160-200),22625,-16.0,2023-11-25
2023-11,70,Med (160-200),20054,-16.0,2023-11-25
2023-11,75,Med (160-200),17317,-16.0,2023-11-25
2023-11,80,Med (160-200),6912,-16.0,2023-11-25
2023-11,85,Med (160-200),964,-17.0,2023-11-25
2023-11,45,Med (160-200),8,-19.5,2023-11-26
2023-11,50,Med (160-200),1400,-16.0,2023-11-26
2023-11,55,Med (160-200),16571,-15.0,2023-11-26
2023-11,60,Med (160-200),35554,-15.0,2023-11-26
2023-11,65,Med (160-200),36721,-15.0,2023-11-26
2023-11,70,Med (160-200),29236,-16.0,2023-11-26
2023-11,75,Med (160-200),21561,-16.0,2023-11-26
2023-11,80,Med (160-200),6981,-16.0,2023-11-26
2023-11,85,Med (160-200),836,-18.0,2023-11-26
2023-12,50,Med (160-200),76,-18.0,2023-12-18
2023-12,55,Med (160-200),5346,-16.0,2023-12-18
2023-12,60,Med (160-200),22390,-16.0,2023-12-18
2023-12,65,Med (160-200),25770,-17.0,2023-12-18
2023-12,70,Med (160-200),22041,-17.0,2023-12-18
2023-12,75,Med (160-200),14788,-16.0,2023-12-18
2023-12,80,Med (160-200),7883,-16.0,2023-12-18
2023-12,85,Med (160-200),1282,-17.0,2023-12-18
2023-12,50,Med (160-200),21,-11.0,2023-12-19
2023-12,55,Med (160-200),3149,-16.0,2023-12-19
2023-12,60,Med (160-200),16888,-17.0,2023-12-19
2023-12,65,Med (160-200),21915,-17.0,2023-12-19
2023-12,70,Med (160-200),21315,-17.0,2023-12-19
2023-12,75,Med (160-200),15530,-17.0,2023-12-19
2023-12,80,Med (160-200),6817,-16.0,2023-12-19
2023-12,85,Med (160-200),1121,-18.0,2023-12-19
2023-12,50,Med (160-200),46,-12.5,2023-12-20
2023-12,55,Med (160-200),4388,-17.0,2023-12-20
2023-12,60,Med (160-200),20368,-17.0,2023-12-20
2023-12,65,Med (160-200),27179,-17.0,2023-12-20
2023-12,70,Med (160-200),24305,-17.0,2023-12-20
2023-12,75,Med (160-200),17817,-17.0,2023-12-20
2023-12,80,Med (160-200),8921,-16.0,2023-12-20
2023-12,85,Med (160-200),1006,-17.0,2023-12-20
2023-12,50,Med (160-200),14,-20.5,2023-12-21
2023-12,55,Med (160-200),3419,-17.0,2023-12-21
2023-12,60,Med (160-200),17338,-17.0,2023-12-21
2023-12,65,Med (160-200),23949,-17.0,2023-12-21
2023-12,70,Med (160-200),22475,-17.0,2023-12-21
2023-12,75,Med (160-200),16016,-17.0,2023-12-21
2023-12,80,Med (160-200),6482,-16.0,2023-12-21
2023-12,85,Med (160-200),788,-18.5,2023-12-21
2023-12,50,Med (160-200),41,-18.0,2023-12-22
2023-12,55,Med (160-200),3669,-17.0,2023-12-22
2023-12,60,Med (160-200),19447,-16.0,2023-12-22
2023-12,65,Med (160-200),24594,-17.0,2023-12-22
2023-12,70,Med (160-200),22802,-18.0,2023-12-22
2023-12,75,Med (160-200),15306,-17.0,2023-12-22
2023-12,80,Med (160-200),5839,-17.0,2023-12-22
2023-12,85,Med (160-200),837,-18.0,2023-12-22
2023-12,50,Med (160-200),27,-16.0,2023-12-23
2023-12,55,Med (160-200),5038,-16.0,2023-12-23
2023-12,60,Med (160-200),24397,-16.0,2023-12-23
2023-12,65,Med (160-200),30321,-17.0,2023-12-23
2023-12,70,Med (160-200),26883,-17.0,2023-12-23
2023-12,75,Med (160-200),17261,-17.0,2023-12-23
2023-12,80,Med (160-200),5725,-16.0,2023-12-23
2023-12,85,Med (160-200),673,-18.0,2023-12-23
2023-12,50,Med (160-200),27,-16.0,2023-12-24
2023-12,55,Med (160-200),5372,-16.0,2023-12-24
2023-12,60,Med (160-200),25457,-15.0,2023-12-24
2023-12,65,Med (160-200),32698,-16.0,2023-12-24
2023-12,70,Med (160-200),31360,-16.0,2023-12-24
2023-12,75,Med (160-200),22244,-17.0,2023-12-24
2023-12,80,Med (160-200),9883,-16.0,2023-12-24
2023-12,85,Med (160-200),1580,-17.0,2023-12-24
2024-05,10,High (200-250),9,-18.0,2024-05-07
2024-05,15,High (200-250),275,-19.0,2024-05-07
2024-05,20,High (200-250),1595,-20.0,2024-05-07
2024-05,25,High (200-250),2729,-21.0,2024-05-07
2024-05,30,High (200-250),4427,-20.0,2024-05-07
2024-05,35,High (200-250),3979,-20.0,2024-05-07
2024-05,40,High (200-250),3720,-19.0,2024-05-07
2024-05,45,High (200-250),3343,-19.0,2024-05-07
2024-05,50,High (200-250),2301,-19.0,2024-05-07
2024-05,55,High (200-250),1904,-19.0,2024-05-07
2024-05,60,High (200-250),1444,-19.0,2024-05-07
2024-05,65,High (200-250),1102,-19.0,2024-05-07
2024-05,70,High (200-250),826,-20.0,2024-05-07
2024-05,75,High (200-250),439,-20.0,2024-05-07
2024-05,80,High (200-250),290,-21.0,2024-05-07
2024-05,85,High (200-250),96,-19.0,2024-05-07
2024-05,10,High (200-250),88,-19.0,2024-05-08
2024-05,15,High (200-250),1675,-20.0,2024-05-08
2024-05,20,High (200-250),6457,-19.0,2024-05-08
2024-05,25,High (200-250),8009,-19.0,2024-05-08
2024-05,30,High (200-250),7839,-19.0,2024-05-08
2024-05,35,High (200-250),6683,-19.0,2024-05-08
2024-05,40,High (200-250),5349,-19.0,2024-05-08
2024-05,45,High (200-250),4418,-20.0,2024-05-08
2024-05,50,High (200-250),4082,-20.0,2024-05-08
2024-05,55,High (200-250),3833,-20.0,2024-05-08
2024-05,60,High (200-250),3543,-19.0,2024-05-08
2024-05,65,High (200-250),3575,-19.0,2024-05-08
2024-05,70,High (200-250),2206,-19.0,2024-05-08
2024-05,75,High (200-250),1273,-20.0,2024-05-08
2024-05,80,High (200-250),934,-20.0,2024-05-08
2024-05,85,High (200-250),405,-20.0,2024-05-08
2024-05,10,High (200-250),82,-17.0,2024-05-09
2024-05,15,High (200-250),1549,-20.0,2024-05-09
2024-05,20,High (200-250),6682,-19.0,2024-05-09
2024-05,25,High (200-250),8984,-19.0,2024-05-09
2024-05,30,High (200-250),8338,-19.0,2024-05-09
2024-05,35,High (200-250),7843,-18.0,2024-05-09
2024-05,40,High (200-250),7625,-19.0,2024-05-09
2024-05,45,High (200-250),7766,-18.0,2024-05-09
2024-05,50,High (200-250),6908,-18.5,2024-05-09
2024-05,55,High (200-250),5919,-19.0,2024-05-09
2024-05,60,High (200-250),4703,-18.0,2024-05-09
2024-05,65,High (200-250),4248,-19.0,2024-05-09
2024-05,70,High (200-250),2534,-18.0,2024-05-09
2024-05,75,High (200-250),787,-19.0,2024-05-09
2024-05,80,High (200-250),478,-20.0,2024-05-09
2024-05,85,High (200-250),121,-20.0,2024-05-09
2024-05,10,High (200-250),88,-16.5,2024-05-10
2024-05,15,High (200-250),701,-17.0,2024-05-10
2024-05,20,High (200-250),2439,-17.0,2024-05-10
2024-05,25,High (200-250),3981,-18.0,2024-05-10
2024-05,30,High (200-250),4515,-19.0,2024-05-10
2024-05,35,High (200-250),4420,-19.0,2024-05-10
2024-05,40,High (200-250),4246,-18.0,2024-05-10
2024-05,45,High (200-250),3951,-17.0,2024-05-10
2024-05,50,High (200-250),4057,-18.0,2024-05-10
2024-05,55,High (200-250),4013,-17.0,2024-05-10
2024-05,60,High (200-250),3083,-17.0,2024-05-10
2024-05,65,High (200-250),2145,-18.0,2024-05-10
2024-05,70,High (200-250),1786,-18.0,2024-05-10
2024-05,75,High (200-250),637,-18.0,2024-05-10
2024-05,80,High (200-250),148,-20.0,2024-05-10
2024-05,85,High (200-250),45,-20.0,2024-05-10
2024-05,15,High (200-250),6,-23.5,2024-05-11
2024-05,20,High (200-250),10,-24.0,2024-05-11
2024-05,25,High (200-250),17,-23.0,2024-05-11
2024-05,30,High (200-250),25,-25.0,2024-05-11
2024-05,35,High (200-250),17,-21.0,2024-05-11
2024-05,40,High (200-250),53,-16.0,2024-05-11
2024-05,45,High (200-250),32,-19.0,2024-05-11
2024-05,50,High (200-250),56,-19.0,2024-05-11
2024-05,55,High (200-250),25,-19.0,2024-05-11
2024-05,60,High (200-250),20,-21.0,2024-05-11
2024-05,65,High (200-250),38,-19.0,2024-05-11
2024-05,70,High (200-250),296,-18.5,2024-05-11
2024-05,75,High (200-250),293,-18.0,2024-05-11
2024-05,80,High (200-250),279,-18.0,2024-05-11
2024-05,85,High (200-250),125,-22.0,2024-05-11
2024-05,10,High (200-250),99,-21.0,2024-05-12
2024-05,15,High (200-250),741,-20.0,2024-05-12
2024-05,20,High (200-250),1106,-19.0,2024-05-12
2024-05,25,High (200-250),1093,-18.0,2024-05-12
2024-05,30,High (200-250),2564,-19.0,2024-05-12
2024-05,35,High (200-250),5592,-19.0,2024-05-12
2024-05,40,High (200-250),2802,-20.0,2024-05-12
2024-05,45,High (200-250),1964,-19.0,2024-05-12
2024-05,50,High (200-250),1358,-19.0,2024-05-12
2024-05,55,High (200-250),1283,-18.0,2024-05-12
2024-05,60,High (200-250),912,-18.0,2024-05-12
2024-05,65,High (200-250),1055,-18.0,2024-05-12
2024-05,70,High (200-250),1008,-17.0,2024-05-12
2024-05,75,High (200-250),909,-18.0,2024-05-12
2024-05,80,High (200-250),685,-19.0,2024-05-12
2024-05,85,High (200-250),220,-18.5,2024-05-12
2024-05,10,High (200-250),119,-17.0,2024-05-13
2024-05,15,High (200-250),1771,-18.0,2024-05-13
2024-05,20,High (200-250),3394,-18.0,2024-05-13
2024-05,25,High (200-250),2771,-19.0,2024-05-13
2024-05,30,High (200-250),4254,-20.0,2024-05-13
2024-05,35,High (200-250),2727,-20.0,2024-05-13
2024-05,40,High (200-250),2934,-19.0,2024-05-13
2024-05,45,High (200-250),3072,-18.0,2024-05-13
2024-05,50,High (200-250),2459,-19.0,2024-05-13
2024-05,55,High (200-250),2011,-20.0,2024-05-13
2024-05,60,High (200-250),1649,-19.0,2024-05-13
2024-05,65,High (200-250),1790,-19.0,2024-05-13
2024-05,70,High (200-250),1383,-19.0,2024-05-13
2024-05,75,High (200-250),1021,-19.0,2024-05-13
2024-05,80,High (200-250),826,-18.0,2024-05-13
2024-05,85,High (200-250),166,-19.0,2024-05-13
2024-05,10,High (200-250),113,-20.0,2024-05-14
2024-05,15,High (200-250),755,-22.0,2024-05-14
2024-05,20,High (200-250),1575,-21.0,2024-05-14
2024-05,25,High (200-250),3027,-20.0,2024-05-14
2024-05,30,High (200-250),2105,-21.0,2024-05-14
2024-05,35,High (200-250),1762,-20.0,2024-05-14
2024-05,40,High (200-250),1930,-20.0,2024-05-14
2024-05,45,High (200-250),1727,-19.0,2024-05-14
2024-05,50,High (200-250),1635,-20.0,2024-05-14
2024-05,55,High (200-250),1621,-19.0,2024-05-14
2024-05,60,High (200-250),1464,-20.0,2024-05-14
2024-05,65,High (200-250),1467,-20.0,2024-05-14
2024-05,70,High (200-250),1823,-19.0,2024-05-14
2024-05,75,High (200-250),1953,-18.0,2024-05-14
2024-05,80,High (200-250),1470,-18.0,2024-05-14
2024-05,85,High (200-250),438,-19.0,2024-05-14
